project	bug	formula	rank_best_case	rank_average_case	rank_worst_case
Closure	109	ochiai	7	7	7
Closure	109	opt2	7	7	7
Closure	109	tarantula	7	7	7
Closure	110	barinel	2	13771	13771
Closure	110	dstar2	2	13771	13771
Closure	110	ochiai	2	13771	13771
Closure	110	opt2	2	9352	23489
Closure	110	tarantula	2	13771	13771
Closure	111	barinel	1	1	1
Closure	111	dstar2	1	1	1
Closure	111	ochiai	1	1	1
Closure	111	opt2	1	1	1
Closure	111	tarantula	1	1	1
Closure	112	barinel	134	137.5	137.5
Closure	112	dstar2	112	115.5	115.5
Closure	112	ochiai	114.333333333333	119	119
Closure	112	opt2	76	79.5	79.5
Closure	112	tarantula	134	137.5	137.5
Closure	113	barinel	16.5	16.5	16.5
Closure	113	dstar2	16.5	16.5	16.5
Closure	113	ochiai	16.5	16.5	16.5
Closure	113	opt2	16.5	16.5	16.5
Closure	113	tarantula	16.5	16.5	16.5
Closure	114	barinel	227	227	227
Closure	114	dstar2	227	227	227
Closure	114	ochiai	227	227	227
Closure	114	opt2	227	227	227
Closure	114	tarantula	227	227	227
Closure	115	barinel	12	561.5	630
Closure	115	dstar2	12	166.5	188.5
Closure	115	ochiai	12	172.5	202
Closure	115	opt2	12	35.5	43
Closure	115	tarantula	12	561.5	629
Closure	116	barinel	50	139.25	228
Closure	116	dstar2	14	31.75	49
Closure	116	ochiai	19	39.25	59
Closure	116	opt2	3	10.75	18
Closure	116	tarantula	50	139.25	228
Closure	117	barinel	107	14685.5	14685.5
Closure	117	dstar2	107	14685.5	14685.5
Closure	117	ochiai	107	14685.5	14685.5
Closure	117	opt2	107	19099	20704.5
Closure	117	tarantula	107	14685.5	14685.5
Closure	118	barinel	9	9	9
Closure	118	dstar2	3.5	3.5	3.5
Closure	118	ochiai	3.5	3.5	3.5
Closure	118	opt2	3.5	3.5	3.5
Closure	118	tarantula	9	9	9
Closure	119	barinel	32536	32536	32536
Closure	119	dstar2	32536	32536	32536
Closure	119	ochiai	32536	32536	32536
Closure	119	opt2	32536	32536	32536
Closure	119	tarantula	32536	32536	32536
Closure	120	barinel	157	157	157
Closure	120	dstar2	157	157	157
Closure	120	ochiai	157	157	157
Closure	120	opt2	157	157	157
Closure	120	tarantula	157	157	157
Closure	121	barinel	436	473.75	511.5
Closure	121	dstar2	436	473.75	511.5
Closure	121	ochiai	436	473.75	511.5
Closure	121	opt2	436	473.75	511.5
Closure	121	tarantula	436	473.75	511.5
Closure	122	barinel	2	2	2
Closure	122	dstar2	2	2	2
Closure	122	ochiai	2	2	2
Closure	122	opt2	2	2	2
Closure	122	tarantula	2	2	2
Closure	123	barinel	50.5	50.5	50.5
Closure	123	dstar2	50.5	50.5	50.5
Closure	123	ochiai	50.5	50.5	50.5
Closure	123	opt2	50.5	50.5	50.5
Closure	123	tarantula	50.5	50.5	50.5
Closure	124	barinel	13.3333333333333	14.5	14.5
Closure	124	dstar2	13.3333333333333	14.5	14.5
Closure	124	ochiai	13.3333333333333	14.5	14.5
Closure	124	opt2	13.3333333333333	14.5	14.5
Closure	124	tarantula	13.3333333333333	14.5	14.5
Closure	125	barinel	205.5	205.5	205.5
Closure	125	dstar2	205.5	205.5	205.5
Closure	125	ochiai	205.5	205.5	205.5
Closure	125	opt2	205.5	205.5	205.5
Closure	125	tarantula	205.5	205.5	205.5
Closure	126	barinel	25	37.5	104.5
Closure	126	dstar2	24.3333333333333	36.5	98
Closure	126	ochiai	24.3333333333333	36.5	99
Closure	126	opt2	24.3333333333333	36.5	97
Closure	126	tarantula	25	37.5	104.5
Closure	127	barinel	286.5	13984.5	27682.5
Closure	127	dstar2	201.5	13942	27682.5
Closure	127	ochiai	207.5	13945	27682.5
Closure	127	opt2	194.5	13938.5	27682.5
Closure	127	tarantula	286.5	13984.5	27682.5
Closure	128	barinel	11	18	25
Closure	128	dstar2	11	18	25
Closure	128	ochiai	11	18	25
Closure	128	opt2	11	18	25
Closure	128	tarantula	11	18	25
Closure	129	barinel	4260	4263	4263
Closure	129	dstar2	4260	4263	4263
Closure	129	ochiai	4260	4263	4263
Closure	129	opt2	4260	4263	4263
Closure	129	tarantula	4260	4263	4263
Closure	130	barinel	606	606	606
Closure	130	dstar2	606	606	606
Closure	130	ochiai	606	606	606
Closure	130	opt2	606	606	606
Closure	130	tarantula	606	606	606
Closure	131	barinel	144.5	175.25	206
Closure	131	dstar2	143.5	163.75	184
Closure	131	ochiai	143.5	163.75	184
Closure	131	opt2	101.5	121.25	141
Closure	131	tarantula	144.5	175.25	206
Closure	132	barinel	89.5	89.5	89.5
Closure	132	dstar2	89.5	89.5	89.5
Closure	132	ochiai	89.5	89.5	89.5
Closure	132	opt2	89.5	89.5	89.5
Closure	132	tarantula	89.5	89.5	89.5
Closure	133	barinel	145	146.5	146.5
Closure	133	dstar2	145	146.5	146.5
Closure	133	ochiai	145	146.5	146.5
Closure	133	opt2	145	146.5	146.5
Closure	133	tarantula	145	146.5	146.5
Lang	1	barinel	1.75	3.5	3.5
Lang	1	dstar2	1.75	3.5	3.5
Lang	1	ochiai	1.75	3.5	3.5
Lang	1	opt2	1.75	3.5	3.5
Lang	1	tarantula	1.75	3.5	3.5
Lang	2	barinel	16	18	18
Lang	2	dstar2	16	18	18
Lang	2	ochiai	16	18	18
Lang	2	opt2	16	18	18
Lang	2	tarantula	16	18	18
Lang	3	barinel	3	452.25	901.5
Lang	3	dstar2	3	452.25	901.5
Lang	3	ochiai	3	452.25	901.5
Lang	3	opt2	3	821.25	1639.5
Lang	3	tarantula	3	452.25	901.5
Lang	4	barinel	2.5	15.5	89
Lang	4	dstar2	2.5	15.5	89
Lang	4	ochiai	2.5	15.5	89
Lang	4	opt2	2.5	15.5	89
Lang	4	tarantula	2.5	15.5	89
Lang	5	barinel	1	1	1
Lang	5	dstar2	1	1	1
Lang	5	ochiai	1	1	1
Lang	5	opt2	1	1	1
Lang	5	tarantula	1	1	1
Lang	6	barinel	390.5	390.5	390.5
Lang	6	dstar2	390.5	390.5	390.5
Lang	6	ochiai	390.5	390.5	390.5
Lang	6	opt2	390.5	390.5	390.5
Lang	6	tarantula	390.5	390.5	390.5
Lang	7	barinel	83	174.5	174.5
Lang	7	dstar2	83	174.5	174.5
Lang	7	ochiai	83	174.5	174.5
Lang	7	opt2	83	174.5	174.5
Lang	7	tarantula	83	174.5	174.5
Lang	8	barinel	8.5	34.5	1025.5
Lang	8	dstar2	8.5	34.5	1025.5
Lang	8	ochiai	8.5	34.5	1025.5
Lang	8	opt2	8.5	34.5	1025.5
Lang	8	tarantula	8.5	34.5	1025.5
Lang	9	barinel	66.5	66.5	66.5
Lang	9	dstar2	57.5	57.5	57.5
Lang	9	ochiai	57.5	57.5	57.5
Lang	9	opt2	50.5	50.5	50.5
Lang	9	tarantula	66.5	66.5	66.5
Lang	10	barinel	68	69	1084
Lang	10	dstar2	67	68	1084
Lang	10	ochiai	67	68	1084
Lang	10	opt2	60	61	1084
Lang	10	tarantula	68	69	1084
Lang	11	barinel	3.33333333333333	4.5	4.5
Lang	11	dstar2	3.33333333333333	4.5	4.5
Lang	11	ochiai	3.33333333333333	4.5	4.5
Lang	11	opt2	3.33333333333333	4.5	4.5
Lang	11	tarantula	3.33333333333333	4.5	4.5
Lang	12	barinel	6	8	8
Lang	12	dstar2	4.33333333333333	6	6
Lang	12	ochiai	4.66666666666667	6.5	6.5
Lang	12	opt2	4.33333333333333	6	6
Lang	12	tarantula	6	8	8
Lang	13	barinel	2	50.75	98.5
Lang	13	dstar2	2	50.75	98.5
Lang	13	ochiai	2	50.75	98.5
Lang	13	opt2	2	50.75	98.5
Lang	13	tarantula	2	50.75	98.5
Lang	14	barinel	2.5	2.5	2.5
Lang	14	dstar2	2.5	2.5	2.5
Lang	14	ochiai	2.5	2.5	2.5
Lang	14	opt2	2.5	2.5	2.5
Lang	14	tarantula	2.5	2.5	2.5
Lang	15	barinel	514	624	624
Lang	15	dstar2	10	720	720
Lang	15	ochiai	486	720	720
Lang	15	opt2	10	720	720
Lang	15	tarantula	514	624	624
Lang	16	barinel	39	39	39
Lang	16	dstar2	39	39	39
Lang	16	ochiai	39	39	39
Lang	16	opt2	39	39	39
Lang	16	tarantula	39	39	39
Lang	17	barinel	397.75	1000	2036
Lang	17	dstar2	397.75	1000	2036
Lang	17	ochiai	397.75	1000	2036
Lang	17	opt2	397.75	1571.5	2036
Lang	17	tarantula	397.75	1000	2036
Lang	18	barinel	50.5	175.5	186
Lang	18	dstar2	50.5	175.5	186
Lang	18	ochiai	50.5	175.5	186
Lang	18	opt2	50.5	175.5	186
Lang	18	tarantula	50.5	175.5	186
Lang	19	barinel	1.5	11.5	45
Lang	19	dstar2	5.5	17.5	45
Lang	19	ochiai	4.5	13	45
Lang	19	opt2	5.5	22.5	41
Lang	19	tarantula	1.5	11.5	45
Lang	20	barinel	8	15.75	23.5
Lang	20	dstar2	8	15.75	23.5
Lang	20	ochiai	8	15.75	23.5
Lang	20	opt2	32	39.75	47.5
Lang	20	tarantula	8	15.75	23.5
Lang	21	barinel	5	5	5
Lang	21	dstar2	5	5	5
Lang	21	ochiai	5	5	5
Lang	21	opt2	5	5	5
Lang	21	tarantula	5	5	5
Lang	22	barinel	34.6666666666667	36	36
Lang	22	dstar2	27	27.5	27.5
Lang	22	ochiai	27	27.5	27.5
Lang	22	opt2	14	14.5	14.5
Lang	22	tarantula	34.6666666666667	36	36
Lang	23	barinel	634.5	634.5	634.5
Lang	23	dstar2	634.5	634.5	634.5
Lang	23	ochiai	634.5	634.5	634.5
Lang	23	opt2	634.5	634.5	634.5
Lang	23	tarantula	634.5	634.5	634.5
Lang	24	barinel	36.5	36.5	36.5
Lang	24	dstar2	36.5	36.5	36.5
Lang	24	ochiai	36.5	36.5	36.5
Lang	24	opt2	36.5	36.5	36.5
Lang	24	tarantula	36.5	36.5	36.5
Lang	25	barinel	10.4137931034483	137.5	137.5
Lang	25	dstar2	10.4137931034483	137.5	137.5
Lang	25	ochiai	10.4137931034483	137.5	137.5
Lang	25	opt2	10.4137931034483	137.5	137.5
Lang	25	tarantula	10.4137931034483	137.5	137.5
Lang	26	barinel	8	8	8
Lang	26	dstar2	8	8	8
Lang	26	ochiai	8	8	8
Lang	26	opt2	8	8	8
Lang	26	tarantula	8	8	8
Lang	27	barinel	135.333333333333	140.5	140.5
Lang	27	dstar2	135.333333333333	140.5	140.5
Lang	27	ochiai	135.333333333333	140.5	140.5
Lang	27	opt2	135.333333333333	140.5	140.5
Lang	27	tarantula	135.333333333333	140.5	140.5
Lang	28	barinel	1.66666666666667	2.5	2.5
Lang	28	dstar2	1.66666666666667	2.5	2.5
Lang	28	ochiai	1.66666666666667	2.5	2.5
Lang	28	opt2	1.66666666666667	2.5	2.5
Lang	28	tarantula	1.66666666666667	2.5	2.5
Lang	29	barinel	1577	1577	1577
Lang	29	dstar2	1577	1577	1577
Lang	29	ochiai	1577	1577	1577
Lang	29	opt2	1577	1577	1577
Lang	29	tarantula	1577	1577	1577
Lang	30	barinel	4.27272727272727	48.5	2958.5
Lang	30	dstar2	1.8	68.5	2958.5
Lang	30	ochiai	1.8	49.5	2958.5
Lang	30	opt2	23.8	68.5	2958.5
Lang	30	tarantula	4.27272727272727	48.5	2958.5
Lang	31	barinel	4.25	6.5	2945.5
Lang	31	dstar2	2.25	4.5	2945.5
Lang	31	ochiai	2.25	4.5	2945.5
Lang	31	opt2	2.25	4.5	2945.5
Lang	31	tarantula	4.25	6.5	2945.5
Lang	32	barinel	14.2	79	1661
Lang	32	dstar2	14.2	79	1661
Lang	32	ochiai	14.2	79	1661
Lang	32	opt2	14.2	79	1661
Lang	32	tarantula	14.2	79	1661
Lang	33	barinel	4.5	4.5	4.5
Lang	33	dstar2	4.5	4.5	4.5
Lang	33	ochiai	4.5	4.5	4.5
Lang	33	opt2	4.5	4.5	4.5
Lang	33	tarantula	4.5	4.5	4.5
Lang	34	barinel	149	150	150
Lang	34	dstar2	54	55	55
Lang	34	ochiai	64	65	65
Lang	34	opt2	6	7	7
Lang	34	tarantula	149	150	150
Lang	35	barinel	1.5	254.25	507
Lang	35	dstar2	1.5	254.25	507
Lang	35	ochiai	1.5	254.25	507
Lang	35	opt2	1.5	22.75	44
Lang	35	tarantula	1.5	254.25	507
Lang	36	barinel	26.5	88.25	123.5
Lang	36	dstar2	48.5	81.75	115
Lang	36	ochiai	48.5	79	109.5
Lang	36	opt2	48.5	90.75	133
Lang	36	tarantula	26.5	88.25	123.5
Lang	37	barinel	2.66666666666667	4	4
Lang	37	dstar2	2.66666666666667	4	4
Lang	37	ochiai	2.66666666666667	4	4
Lang	37	opt2	2.66666666666667	4	4
Lang	37	tarantula	2.66666666666667	4	4
Lang	38	barinel	2.5	2.5	2.5
Lang	38	dstar2	2.5	2.5	2.5
Lang	38	ochiai	2.5	2.5	2.5
Lang	38	opt2	2.5	2.5	2.5
Lang	38	tarantula	2.5	2.5	2.5
Lang	39	barinel	20.3333333333333	29	29
Lang	39	dstar2	20.3333333333333	29	29
Lang	39	ochiai	20.3333333333333	29	29
Lang	39	opt2	20.3333333333333	29	29
Lang	39	tarantula	20.3333333333333	29	29
Lang	40	barinel	1.5	1.5	1.5
Lang	40	dstar2	1.5	1.5	1.5
Lang	40	ochiai	1.5	1.5	1.5
Lang	40	opt2	1.5	1.5	1.5
Lang	40	tarantula	1.5	1.5	1.5
Lang	41	barinel	6	15.5	357
Lang	41	dstar2	6	47.5	357
Lang	41	ochiai	6	47.5	357
Lang	41	opt2	38	47.5	357
Lang	41	tarantula	6	15.5	357
Lang	42	barinel	13	16.75	20.5
Lang	42	dstar2	13	16.75	20.5
Lang	42	ochiai	13	16.75	20.5
Lang	42	opt2	13	16.75	20.5
Lang	42	tarantula	13	16.75	20.5
Lang	43	barinel	2.33333333333333	3.5	3.5
Lang	43	dstar2	2.33333333333333	3.5	3.5
Lang	43	ochiai	2.33333333333333	3.5	3.5
Lang	43	opt2	2.33333333333333	3.5	3.5
Lang	43	tarantula	2.33333333333333	3.5	3.5
Lang	44	barinel	5	12.5	12.5
Lang	44	dstar2	5	12.5	12.5
Lang	44	ochiai	5	12.5	12.5
Lang	44	opt2	5	12.5	12.5
Lang	44	tarantula	5	12.5	12.5
Lang	45	barinel	8	12	12
Lang	45	dstar2	8	12	12
Lang	45	ochiai	8	12	12
Lang	45	opt2	8	12	12
Lang	45	tarantula	8	12	12
Lang	46	barinel	1.33333333333333	139.5	347
Lang	46	dstar2	1.33333333333333	139.5	347
Lang	46	ochiai	1.33333333333333	139.5	347
Lang	46	opt2	1.33333333333333	141	347
Lang	46	tarantula	1.33333333333333	139.5	347
Lang	47	barinel	2.66666666666667	5.5	7.5
Lang	47	dstar2	2.66666666666667	5.5	7.5
Lang	47	ochiai	2.66666666666667	5.5	7.5
Lang	47	opt2	32.6666666666667	35.5	37.5
Lang	47	tarantula	2.66666666666667	5.5	7.5
Lang	48	barinel	2	2	2
Lang	48	dstar2	2	2	2
Lang	48	ochiai	2	2	2
Lang	48	opt2	2	2	2
Lang	48	tarantula	2	2	2
Lang	49	barinel	2.5	2.5	2.5
Lang	49	dstar2	2.5	2.5	2.5
Lang	49	ochiai	2.5	2.5	2.5
Lang	49	opt2	2.5	2.5	2.5
Lang	49	tarantula	2.5	2.5	2.5
Lang	50	barinel	6.28571428571429	22	61.5
Lang	50	dstar2	21.1428571428571	36.5	68.5
Lang	50	ochiai	14.1428571428571	29.5	68.5
Lang	50	opt2	141.142857142857	156.5	188.5
Lang	50	tarantula	6.28571428571429	22	61.5
Lang	51	barinel	10.6666666666667	16	16
Lang	51	dstar2	10.6666666666667	16	16
Lang	51	ochiai	10.6666666666667	16	16
Lang	51	opt2	10.6666666666667	16	16
Lang	51	tarantula	10.6666666666667	16	16
Lang	52	barinel	16.6666666666667	19.5	19.5
Lang	52	dstar2	16.6666666666667	19.5	19.5
Lang	52	ochiai	16.6666666666667	19.5	19.5
Lang	52	opt2	16.6666666666667	19.5	19.5
Lang	52	tarantula	16.6666666666667	19.5	19.5
Lang	53	barinel	13.4	80	137
Lang	53	dstar2	13.4	80	137
Lang	53	ochiai	13.4	80	137
Lang	53	opt2	13.4	120.75	218.5
Lang	53	tarantula	13.4	80	137
Lang	54	barinel	2.25	3.5	3.5
Lang	54	dstar2	2.25	3.5	3.5
Lang	54	ochiai	2.25	3.5	3.5
Lang	54	opt2	2.25	3.5	3.5
Lang	54	tarantula	2.25	3.5	3.5
Lang	55	barinel	7	8	8
Lang	55	dstar2	7	8	8
Lang	55	ochiai	7	8	8
Lang	55	opt2	7	8	8
Lang	55	tarantula	7	8	8
Lang	56	barinel	774	774	774
Lang	56	dstar2	774	774	774
Lang	56	ochiai	774	774	774
Lang	56	opt2	774	774	774
Lang	56	tarantula	774	774	774
Lang	57	barinel	3.5	3.5	3.5
Lang	57	dstar2	3.5	3.5	3.5
Lang	57	ochiai	3.5	3.5	3.5
Lang	57	opt2	3.5	3.5	3.5
Lang	57	tarantula	3.5	3.5	3.5
Lang	58	barinel	11	15.5	15.5
Lang	58	dstar2	11	15.5	15.5
Lang	58	ochiai	11	15.5	15.5
Lang	58	opt2	11	15.5	15.5
Lang	58	tarantula	11	15.5	15.5
Lang	59	barinel	3.5	3.5	3.5
Lang	59	dstar2	3.5	3.5	3.5
Lang	59	ochiai	3.5	3.5	3.5
Lang	59	opt2	3.5	3.5	3.5
Lang	59	tarantula	3.5	3.5	3.5
Lang	60	barinel	2.5	259	515.5
Lang	60	dstar2	2.5	259	515.5
Lang	60	ochiai	2.5	259	515.5
Lang	60	opt2	2.5	345	687.5
Lang	60	tarantula	2.5	259	515.5
Lang	61	barinel	20	20	20
Lang	61	dstar2	7	7	7
Lang	61	ochiai	20	20	20
Lang	61	opt2	7	7	7
Lang	61	tarantula	20	20	20
Lang	62	barinel	3.5	471	471
Lang	62	dstar2	3.5	471	471
Lang	62	ochiai	3.5	471	471
Lang	62	opt2	3.5	462.5	462.5
Lang	62	tarantula	3.5	471	471
Lang	63	barinel	1.33333333333333	39	1529.5
Lang	63	dstar2	1.33333333333333	39	1529.5
Lang	63	ochiai	1.33333333333333	39	1529.5
Lang	63	opt2	1.33333333333333	39	1529.5
Lang	63	tarantula	1.33333333333333	39	1529.5
Lang	64	barinel	1	1626.5	1626.5
Lang	64	dstar2	1	1626.5	1626.5
Lang	64	ochiai	1	1626.5	1626.5
Lang	64	opt2	1	1626.5	1626.5
Lang	64	tarantula	1	1626.5	1626.5
Lang	65	barinel	7.42857142857143	147.5	281.5
Lang	65	dstar2	7.42857142857143	147.5	281.5
Lang	65	ochiai	7.42857142857143	147.5	281.5
Lang	65	opt2	7.42857142857143	147.5	281.5
Lang	65	tarantula	7.42857142857143	147.5	281.5
Math	1	barinel	10.6666666666667	12.5	12.5
Math	1	dstar2	15.6666666666667	17.5	17.5
Math	1	ochiai	15.6666666666667	17.5	17.5
Math	1	opt2	483.666666666667	485.5	485.5
Math	1	tarantula	10.6666666666667	12.5	12.5
Math	2	barinel	47.5	47.5	47.5
Math	2	dstar2	47.5	47.5	47.5
Math	2	ochiai	47.5	47.5	47.5
Math	2	opt2	47.5	47.5	47.5
Math	2	tarantula	47.5	47.5	47.5
Math	3	barinel	7.33333333333333	11	11
Math	3	dstar2	7.33333333333333	11	11
Math	3	ochiai	7.33333333333333	11	11
Math	3	opt2	7.33333333333333	11	11
Math	3	tarantula	7.33333333333333	11	11
Math	4	barinel	4.4	11	11
Math	4	dstar2	4.4	11	11
Math	4	ochiai	4.4	11	11
Math	4	opt2	195.4	202	202
Math	4	tarantula	4.4	11	11
Math	5	barinel	1.5	1.5	1.5
Math	5	dstar2	1.5	1.5	1.5
Math	5	ochiai	1.5	1.5	1.5
Math	5	opt2	1.5	1.5	1.5
Math	5	tarantula	1.5	1.5	1.5
Math	6	barinel	286.333333333333	8108.5	12435.5
Math	6	dstar2	115	8289.5	12435.5
Math	6	ochiai	223	8111.5	12435.5
Math	6	opt2	197	8289.5	15314
Math	6	tarantula	286.333333333333	8108.5	12435.5
Math	7	barinel	41	8321.5	8321.5
Math	7	dstar2	41	8321.5	8321.5
Math	7	ochiai	41	8321.5	8321.5
Math	7	opt2	41	8888	9108
Math	7	tarantula	41	8321.5	8321.5
Math	8	barinel	3.5	764	1524.5
Math	8	dstar2	3.5	764	1524.5
Math	8	ochiai	3.5	764	1524.5
Math	8	opt2	3.5	764	1524.5
Math	8	tarantula	3.5	764	1524.5
Math	9	barinel	2.5	2.5	2.5
Math	9	dstar2	2.5	2.5	2.5
Math	9	ochiai	2.5	2.5	2.5
Math	9	opt2	2.5	2.5	2.5
Math	9	tarantula	2.5	2.5	2.5
Math	10	barinel	11	11	11
Math	10	dstar2	11	11	11
Math	10	ochiai	11	11	11
Math	10	opt2	11	11	11
Math	10	tarantula	11	11	11
Math	11	barinel	95.5	95.5	95.5
Math	11	dstar2	95.5	95.5	95.5
Math	11	ochiai	95.5	95.5	95.5
Math	11	opt2	95.5	95.5	95.5
Math	11	tarantula	95.5	95.5	95.5
Math	12	barinel	9498	9498	9498
Math	12	dstar2	9498	9498	9498
Math	12	ochiai	9498	9498	9498
Math	12	opt2	9498	9498	9498
Math	12	tarantula	9498	9498	9498
Math	13	barinel	197.5	197.5	197.5
Math	13	dstar2	197.5	197.5	197.5
Math	13	ochiai	197.5	197.5	197.5
Math	13	opt2	197.5	197.5	197.5
Math	13	tarantula	197.5	197.5	197.5
Math	14	barinel	99	3664.5	3664.5
Math	14	dstar2	99	3664.5	3664.5
Math	14	ochiai	99	3664.5	3664.5
Math	14	opt2	99	6944.5	6944.5
Math	14	tarantula	99	3664.5	3664.5
Math	15	barinel	43	4897.75	9752.5
Math	15	dstar2	43	4897.75	9752.5
Math	15	ochiai	43	4897.75	9752.5
Math	15	opt2	43	4897.75	9752.5
Math	15	tarantula	43	4897.75	9752.5
Math	16	barinel	1	7985.5	9736.5
Math	16	dstar2	1.5	7985.5	9736.5
Math	16	ochiai	1.5	7985.5	9736.5
Math	16	opt2	1.5	8007.5	9736.5
Math	16	tarantula	1	7985.5	9736.5
Math	17	barinel	90	90	90
Math	17	dstar2	90	90	90
Math	17	ochiai	90	90	90
Math	17	opt2	90	90	90
Math	17	tarantula	90	90	90
Math	18	barinel	20.3333333333333	10550	10550
Math	18	dstar2	20.3333333333333	10550	10550
Math	18	ochiai	20.3333333333333	10550	10550
Math	18	opt2	20.3333333333333	10445.5	10445.5
Math	18	tarantula	20.3333333333333	10550	10550
Math	19	barinel	63	63	63
Math	19	dstar2	63	63	63
Math	19	ochiai	63	63	63
Math	19	opt2	63	63	63
Math	19	tarantula	63	63	63
Math	20	barinel	3676	3676	3676
Math	20	dstar2	3676	3676	3676
Math	20	ochiai	3676	3676	3676
Math	20	opt2	3676	3676	3676
Math	20	tarantula	3676	3676	3676
Math	21	barinel	47.9166666666667	67.5	67.5
Math	21	dstar2	42.9166666666667	62.5	62.5
Math	21	ochiai	43.3333333333333	65	65
Math	21	opt2	42.9166666666667	62.5	62.5
Math	21	tarantula	47.9166666666667	67.5	67.5
Math	22	barinel	1	1.5	1.5
Math	22	dstar2	1	1.5	1.5
Math	22	ochiai	1	1.5	1.5
Math	22	opt2	54	54.5	54.5
Math	22	tarantula	1	1.5	1.5
Math	23	barinel	151	196	1471
Math	23	dstar2	151	196	1471
Math	23	ochiai	151	196	1471
Math	23	opt2	151	196	2486.5
Math	23	tarantula	151	196	1471
Math	24	barinel	152.5	812	1471.5
Math	24	dstar2	152.5	812	1471.5
Math	24	ochiai	152.5	812	1471.5
Math	24	opt2	152.5	1322.5	2492.5
Math	24	tarantula	152.5	812	1471.5
Math	25	barinel	1.5	1.5	1.5
Math	25	dstar2	1.5	1.5	1.5
Math	25	ochiai	1.5	1.5	1.5
Math	25	opt2	1.5	1.5	1.5
Math	25	tarantula	1.5	1.5	1.5
Math	26	barinel	33	39.75	46.5
Math	26	dstar2	33	39.75	46.5
Math	26	ochiai	33	39.75	46.5
Math	26	opt2	33	39.75	46.5
Math	26	tarantula	33	39.75	46.5
Math	27	barinel	1	1	1
Math	27	dstar2	1	1	1
Math	27	ochiai	1	1	1
Math	27	opt2	1	1	1
Math	27	tarantula	1	1	1
Math	28	barinel	18	26	34
Math	28	dstar2	18	26	34
Math	28	ochiai	18	26	34
Math	28	opt2	18	26	34
Math	28	tarantula	18	26	34
Math	29	barinel	2.33333333333333	10	10
Math	29	dstar2	2.33333333333333	113.5	113.5
Math	29	ochiai	2.33333333333333	63.5	63.5
Math	29	opt2	318.333333333333	326.5	326.5
Math	29	tarantula	2.33333333333333	10	10
Math	30	barinel	55	55	55
Math	30	dstar2	55	55	55
Math	30	ochiai	55	55	55
Math	30	opt2	55	55	55
Math	30	tarantula	55	55	55
Math	31	barinel	219.333333333333	8060	8060
Math	31	dstar2	123.333333333333	8060	8060
Math	31	ochiai	123.333333333333	8060	8060
Math	31	opt2	43.3333333333333	8912.5	8912.5
Math	31	tarantula	219.333333333333	8060	8060
Math	32	barinel	6	6	6
Math	32	dstar2	6	6	6
Math	32	ochiai	6	6	6
Math	32	opt2	6	6	6
Math	32	tarantula	6	6	6
Math	33	barinel	44	44	44
Math	33	dstar2	44	44	44
Math	33	ochiai	44	44	44
Math	33	opt2	44	44	44
Math	33	tarantula	44	44	44
Math	34	barinel	2	2	2
Math	34	dstar2	2	2	2
Math	34	ochiai	2	2	2
Math	34	opt2	2	2	2
Math	34	tarantula	2	2	2
Math	35	barinel	5	9.75	14.5
Math	35	dstar2	6	10.25	14.5
Math	35	ochiai	6	10.25	14.5
Math	35	opt2	6	10.25	14.5
Math	35	tarantula	5	9.75	14.5
Math	36	barinel	1	20.5	39.5
Math	36	dstar2	1	179.5	357.5
Math	36	ochiai	1	179.5	357.5
Math	36	opt2	355	356.5	357.5
Math	36	tarantula	1	20.5	39.5
Math	37	barinel	4.1	12	15.5
Math	37	dstar2	13.1	28	38.5
Math	37	ochiai	6.1	17	23.5
Math	37	opt2	6447.1	6454.5	6457.5
Math	37	tarantula	4.1	12	15.5
Math	38	barinel	6.5	13	2825.5
Math	38	dstar2	6.5	13	2825.5
Math	38	ochiai	6.5	13	2825.5
Math	38	opt2	6.5	13	2339
Math	38	tarantula	6.5	13	2825.5
Math	39	barinel	193.666666666667	197	197
Math	39	dstar2	193.666666666667	197	197
Math	39	ochiai	193.666666666667	197	197
Math	39	opt2	193.666666666667	197	197
Math	39	tarantula	193.666666666667	197	197
Math	40	barinel	34	640.5	1247
Math	40	dstar2	34	640.5	1247
Math	40	ochiai	34	640.5	1247
Math	40	opt2	34	949.75	1865.5
Math	40	tarantula	34	640.5	1247
Math	41	barinel	27.5	27.5	27.5
Math	41	dstar2	27.5	27.5	27.5
Math	41	ochiai	27.5	27.5	27.5
Math	41	opt2	27.5	27.5	27.5
Math	41	tarantula	27.5	27.5	27.5
Math	42	barinel	56.3333333333333	62	62
Math	42	dstar2	56.3333333333333	62	62
Math	42	ochiai	56.3333333333333	62	62
Math	42	opt2	56.3333333333333	62	62
Math	42	tarantula	56.3333333333333	62	62
Math	43	barinel	84	89	89
Math	43	dstar2	50	55	55
Math	43	ochiai	57	62	62
Math	43	opt2	42	47	47
Math	43	tarantula	84	89	89
Math	44	barinel	11.6666666666667	6860.5	8210
Math	44	dstar2	11.6666666666667	6860.5	8210
Math	44	ochiai	11.6666666666667	6860.5	8210
Math	44	opt2	11.6666666666667	6860.5	8976.5
Math	44	tarantula	11.6666666666667	6860.5	8210
Math	45	barinel	1.2	3	3
Math	45	dstar2	1.2	3	3
Math	45	ochiai	1.2	3	3
Math	45	opt2	1.2	3	3
Math	45	tarantula	1.2	3	3
Math	46	barinel	2	811	1620
Math	46	dstar2	1	810.5	1620
Math	46	ochiai	1.5	810.75	1620
